# tag pevalue tag_id
FCAP.L 13.600000 3542
FCBC 12.980000 3544
FCBP 11.080000 3545
FCCO 13.050000 3548
FCCY 11.050000 3550
FCF 13.560000 3552
FCFS 30.780000 3553
FCN 22.810000 3556
FCNCA 15.130000 3557
FCNCB 13.180000 3558
FCPT 25.940000 3560
FCRD 3.826000 3561
FCX 35.310000 3569
FDBC 17.420000 3570
FDP.L 20.040000 3578
FDP 20.040000 3579
FDS 33.300000 3581
FDUS 6.082000 3582
FDVA 9.488000 3583
FDX 27.880000 3584
FE 15.290000 3585
FELE 33.560000 3589
FELTY 50.310000 3590
FENG 2.035000 3594
FERG 32.280000 3597
FERG.L 32.280000 3598
FF 23.340000 3608
FFBC 14.390000 3610
FFBW 38.890000 3611
FFG 14.590000 3613
FFHL 10.230000 3614
FFIC 12.700000 3615
FFIN 32.280000 3616
FFIV 41.120000 3617
FFNW 14.990000 3620
FFWM 12.010000 3622
FGBI 8.919000 3623
FHB 18.050000 3633
FHI 9.550000 3634
FHN 9.830000 3637
FIBK 16.120000 3643
FICO 54.070000 3644
FINMY 14.490000 3652
FINV 7.013000 3654
FISI 9.128000 3658
FISV 89.790000 3659
FITB 15.490000 3660
FIVE 84.460000 3661
FIVE 84.460000 3662
FIX 19.100000 3664
FIZZ 27.360000 3667
FJTCY 18.930000 3668
FJTNY 10.090000 3669
FJTSY 19.950000 3670
FKWL 5.049000 3673
FKYS 10.210000 3674
FL 10.460000 3675
FLEX 15.220000 3678
FLGT 5.005000 3681
FLIC 12.430000 3683
FLIDY 77.550000 3684
FLL 563.000000 3687
FLO.L 22.310000 3691
FLO 22.310000 3692
FLOW 96.660000 3696
FLOW.AS 96.660000 3697
FLS 42.390000 3699
FLT 31.870000 3700
FLWS 17.610000 3706
FMAO 11.760000 3716
FMBH 18.760000 3717
FMBI 19.750000 3718
FMBM 8.634000 3720
FMC 28.880000 3722
FMCB 11.430000 3723
FMCC 11.170000 3724
FMNB 10.360000 3729
FMOCY 6.160000 3730
FMS 17.860000 3731
FN 25.120000 3734
FNB 13.410000 3735
FNBT 13.360000 3736
FNCB 7.758000 3737
FND 44.690000 3739
FNF 6.517000 3740
FNKO 69.080000 3744
FNLC 11.670000 3745
FNMA 222.270000 3746
FNRN 12.260000 3747
FNV 47.800000 3750
FNWB 13.100000 3751
FOCS 90.520000 3754
FOE 13.330000 3755
FOJCY 11.190000 3756
FONR 12.750000 3758
FOR 13.070000 3760
FORD 285.000000 3762
FORM 33.890000 3765
FORR 55.730000 3767
FORTY 28.050000 3769
FOVSY 10.090000 3774
FOX 10.800000 3775
FOX.L 10.800000 3776
FOXA 11.120000 3777
FOXF 54.170000 3778
FPH 36.450000 3786
FR.PA 29.960000 3791
FRAF 8.422000 3793
FRBA 10.480000 3797
FRBK 25.750000 3798
FRC 29.910000 3799
FRCOY 90.820000 3800
FRHC 32.580000 3809
FRME 15.290000 3812
FRO 4.096000 3814
FRPH 14.090000 3818
FRSB 8.441000 3821
FRST 11.080000 3823
FRT 75.220000 3825
FRTA 16.460000 3826
FSBW 6.753000 3832
FSEA 32.330000 3834
FSFG 3.358000 3837
FSI 12.460000 3840
FSK 5.479000 3843
FSKR 7.790000 3844
FSLR 15.730000 3846
FSM 24.820000 3848
FSNUY 15.540000 3853
FSP 21.420000 3854
FSS 27.580000 3859
FSTR 23.360000 3863
FSUGY 8.634000 3865
FSV.L 67.950000 3866
FTDR 44.020000 3875
FTI 11.610000 3881
FTI.PA 11.610000 3882
FTLF 4.795000 3885
FTNT 73.830000 3890
FTS 22.350000 3893
FTV 15.830000 3896
FTV.L 15.830000 3897
FUJHY 13.890000 3899
FUJIY 22.400000 3900
FUL 25.320000 3901
FUL.L 25.320000 3902
FULT 12.840000 3904
FUNC 7.974000 3907
FUPBY 25.070000 3908
FUSB 25.000000 3911
FUTU 65.670000 3917
FVCB 14.430000 3921
FVE 14.660000 3923
FWRD 103.070000 3931
FXNC 9.302000 3934
G 28.590000 3940
GABC 15.950000 3945
GAIA 50.480000 3949
GAIN 11.000000 3950
GASS 12.620000 3959
GATX 24.790000 3962
GBCI 18.320000 3968
GBDC 6.071000 3969
GBERY 37.870000 3971
GBL 10.810000 3976
GBLBY 25.640000 3978
GBLI 15.990000 3979
GBNY 17.320000 3983
GBOOY 12.500000 3984
GBR 10.520000 3986
GBX 185.040000 3995
GCBC 11.600000 3997
GCO 9.197000 4004
GCO 9.197000 4005
GCP.L 18.060000 4006
GCP 18.060000 4007
GD 17.190000 4010
GDOT 4059.000000 4014
GECC 3.146000 4028
GEF.L 36.730000 4031
GEF 36.730000 4032
GENC 24.150000 4037
GEO 4.553000 4042
GES 21.760000 4045
GFED 15.150000 4052
GFF 14.610000 4053
GFI 14.950000 4056
GFN 27.960000 4063
GGAL 3.672000 4068
GGB 12.510000 4069
GGG 36.060000 4070
GHC 7.478000 4078
GHG 40.180000 4080
GHL 11.450000 4082
GHLD 1.733000 4083
GHM 56.500000 4084
GIB 25.460000 4091
GIII 71.830000 4098
GIKLY 27.110000 4100
GILD 287.430000 4103
GILD.L 287.430000 4104
GILT 13.640000 4107
GIS 15.260000 4109
GJNSY 15.220000 4114
GL 15.040000 4117
GLAD 6.190000 4118
GLAPY 28.450000 4120
GLBZ 17.460000 4126
GLDD 23.560000 4128
GLGI 9.000000 4139
GLOB 140.560000 4146
GLOG 11.150000 4147
GLOP 3.106000 4148
GLPI 19.480000 4152
GLRE.L 6.387000 4155
GLRE 6.387000 4156
GLT 29.520000 4158
GLW 33.560000 4167
GM 9.597000 4170
GMAB 31.390000 4172
GMED 60.550000 4177
GMGI 914.630000 4178
GMS 67.340000 4186
GMS.L 67.340000 4187
GMVHY 178.020000 4189
GNE 40.670000 4193
GNGBY 23.470000 4195
GNHAY 22.950000 4196
GNNDY 41.280000 4200
GNRC 46.040000 4204
GNRV 12.090000 4206
GNSS 18.170000 4208
GNTX 23.510000 4209
GNTY 14.490000 4210
GNW 5.000000 4212
GO 29.890000 4213
GOGL 33.230000 4222
GOLD 17.320000 4225
GOLF 23.230000 4226
GOOD 833.460000 4229
GOOD.L 833.460000 4230
GOOG 32.100000 4232
GOOGL 31.370000 4233
GOOS.L 81.310000 4234
GOOS  81.310000 4235
GORO 21.550000 4236
GPC 75.790000 4243
GPI 8.257000 4245
GPK 20.800000 4246
GPMT 39.940000 4247
GPN 90.940000 4248
GPS 29.870000 4254
GPX 32.160000 4256
GRA 185.190000 4258
GRBK 9.605000 4260
GRC.L 34.600000 4261
GRC 34.600000 4262
GRFS 16.890000 4267
GRMN 26.050000 4275
GROW 2.740000 4278
GROW.L 2.740000 4279
GRRB 11.540000 4282
GRVY 13.730000 4287
GRWG 185.040000 4288
GS 9.256000 4289
GSBC 12.470000 4296
GSBD 4.911000 4297
GSHD 187.230000 4304
GSK 14.380000 4306
GSK.L 14.380000 4307
GSKY 25.480000 4308
GSL 8.917000 4309
GTBIF 211.930000 4321
GTEC 9.837000 4325
GTES 49.080000 4326
GTIM 14.590000 4329
GTLS 16.580000 4330
GTMEY 13.070000 4333
GTN 6.443000 4334
GTS 5.040000 4339
GVDNY 52.500000 4348
GWB 16.900000 4356
GWRS 854.000000 4362
GWW 32.750000 4363
GZPFY 8.367000 4372
HAE 36.430000 4380
HAFC 11.400000 4381
HAIN 101.900000 4383
HALO 36.650000 4388
HARL 12.860000 4391
HAS.L 32.420000 4393
HAS 32.420000 4394
HASI 35.920000 4395
HAWPY 17.770000 4397
HBAN 13.790000 4401
HBB 12.600000 4402
HBCP 9.546000 4403
HBIA 14.000000 4406
HBNC 10.570000 4409
HBP 10.210000 4410
HBT 10.960000 4414
HCA 16.050000 4415
HCAP 9.755000 4418
HCBC 9.605000 4422
HCCI 45.290000 4426
HCI 20.760000 4431
HCKT 98.940000 4434
HCMLY 20.060000 4438
HCSG 21.730000 4439
HD 23.260000 4440
HDB 33.120000 4441
HE 20.600000 4452
HEAR 11.140000 4456
HEC 53.130000 4458
HEES 162.610000 4460
HEGIY 12.050000 4462
HEI 75.110000 4463
HEI.DE 75.110000 4464
HELE 20.960000 4470
HENKY 27.030000 4475
HENOY 31.230000 4476
HEOFF 44.920000 4477
HEP 10.640000 4478
HESAY 90.310000 4485
HESM 18.260000 4486
HFBK 9.106000 4490
HFBL 11.530000 4491
HFWA 17.580000 4498
HGKGY 16.940000 4500
HGSH 10.050000 4501
HHC 182.470000 4504
HHR 2.326000 4508
HHULY 40.350000 4509
HI 20.090000 4510
HIBB 19.620000 4511
HIFS 9.773000 4514
HIG 13.930000 4515
HIHO 11.630000 4517
HII 13.060000 4518
HIMX 20.650000 4524
HKIB 15.490000 4530
HKMPY 18.740000 4532
HKUOY 29.310000 4534
HKXCY 52.480000 4535
HL.L 288.250000 4536
HL 288.250000 4537
HLAN 11.420000 4540
HLF 13.910000 4543
HLG 14.820000 4545
HLI 16.500000 4546
HLIO 42.540000 4547
HLNE 37.040000 4552
HLTOY 19.710000 4555
HLUYY 19.860000 4556
HLX 24.900000 4557
HMC 8.633000 4561
HMLP 11.910000 4577
HMN 10.820000 4578
HMNF 7.782000 4579
HMPT 2.621000 4580
HMST 9.873000 4585
HMTV 11.890000 4586
HMY 13.830000 4591
HNGR 19.720000 4597
HNI 24.530000 4598
HNNA 9.617000 4599
HNP 116.930000 4601
HOCPY 46.110000 4607
HOG 39.410000 4611
HOLI 11.740000 4614
HOLX 8.650000 4616
HOMB 14.790000 4617
HON 35.310000 4620
HONE 13.380000 4621
HOPE 14.570000 4624
HOV 12.890000 4629
HPGLY 13.240000 4634
HPQ 10.370000 4637
HQI 29.200000 4640
HQY 704.680000 4641
HRB 63.640000 4642
HRC 26.430000 4643
HRGLY 28.490000 4645
HRI 31.090000 4646
HRI.L 31.090000 4647
HRL 29.780000 4648
HRMY 210.550000 4649
HROW 25.560000 4651
HRZN 22.890000 4659
HSBC 22.330000 4662
HSIC 24.770000 4672
HSNGY 19.750000 4677
HSQVY 23.920000 4681
HSTM 90.280000 4686
HSY 25.750000 4697
HTA 105.420000 4699
HTBI 17.510000 4700
HTBK 15.810000 4701
HTCMY 84.730000 4703
HTGC 6.086000 4705
HTH 6.265000 4707
HTLD 20.620000 4710
HTLF 11.990000 4711
HUBB 29.420000 4722
HUBG 30.280000 4723
HUDI 20.270000 4725
HUIZ 306.940000 4727
HUM.L 15.570000 4729
HUM 15.570000 4730
HUN 15.340000 4731
HURN 51.130000 4734
HUYA 27.750000 4737
HVBC 5.834000 4738
HVBTF 29.610000 4739
HVRRY 20.090000 4743
HVT 11.200000 4744
HWBK 8.050000 4747
HWC 25.790000 4748
HWDJY 33.050000 4750
HWKN 17.580000 4756
HWM 126.710000 4757
HXGBY 116.960000 4760
HY 46.660000 4763
HYLN 5.878000 4773
HYPMY 17.620000 4775
HYW 9.039000 4782
HZNP 79.020000 4786
HZO 9.454000 4787
IAA 34.530000 4790
IAC 16.010000 4792
IAG 18.100000 4797
IAG.L 18.100000 4798
IAIC 37.360000 4799
IBA 13.260000 4806
IBAL 40.200000 4807
IBCP 6.997000 4811
IBDRY 23.430000 4815
IBKR 22.800000 4825
IBM 24.040000 4826
IBN 25.000000 4827
IBOC 16.110000 4828
IBP 35.620000 4829
IBTX 15.660000 4838
ICBK 11.120000 4843
ICCH 7.252000 4846
ICE 30.260000 4848
ICFI 26.720000 4849
ICHR 31.790000 4851
ICL 102.710000 4852
ICLR 35.290000 4854
ICMB 10.870000 4855
ICTSF 60.360000 4861
ICUI 47.940000 4862
IDA 20.240000 4864
IDCC 49.860000 4866
IDEXY 91.100000 4870
IDKFF 0.723800 4876
IDT 17.360000 4884
IDXX 71.830000 4894
IEC 22.860000 4899
IESC 21.930000 4918
IEX 43.660000 4924
IFBD 24.050000 4925
IFF 76.580000 4926
IFNNY 110.030000 4931
IFS 15.720000 4934
IGGHY 10.530000 4947
IGIC 8.800000 4949
IHC.L 32.130000 4963
IHC 32.130000 4964
IHICY 162.900000 4967
III 39.070000 4977
III.L 39.070000 4978
IIIN 18.400000 4980
IIPR 50.770000 4986
IIVI 29.290000 4989
IKTSY 39.960000 5001
ILIAY 21.140000 5003
ILKAY 1.543000 5004
ILMN 94.780000 5005
IMAB 109.420000 5006
IMBBY 5.842000 5010
IMIAY 27.660000 5020
IMKTA 5.530000 5023
IMMR 19.000000 5027
IMPUY 6.295000 5031
IMXI 15.810000 5040
INBK 9.889000 5044
INBP 7.176000 5045
INCY 38.610000 5052
INDB 19.760000 5053
INFO 78.590000 5063
INFU 21.760000 5065
INFY 31.700000 5066
ING.PA 25.310000 5067
ING 25.310000 5068
INGR 249.820000 5071
INIS 12.820000 5074
INMD 37.770000 5080
INOD 156.500000 5085
INOV 142.550000 5086
INRD 25.450000 5090
INS.L 35.900000 5093
INS 35.900000 5094
INTC 12.840000 5101
INTG 26.990000 5104
INTT 61.220000 5108
INTU 56.290000 5109
INTU.L 56.290000 5110
INVA 5.925000 5114
INVH 100.750000 5116
IONI 5.167000 5129
IOSP 136.640000 5131
IP 25.650000 5133
IPAR 43.450000 5135
IPG 30.630000 5141
IPGP 58.950000 5142
IPSEY 13.600000 5155
IPW 52.640000 5160
IQV 114.360000 5173
IRBT 16.120000 5175
IRCP.L 0.669000 5176
IRCP 0.669000 5177
IRM 38.530000 5180
IRMD 347.620000 5181
IROQ 12.230000 5182
IRS 1.020000 5184
IRWD 13.000000 5187
ISBA 14.110000 5199
ISBC 13.780000 5200
ISDR 40.440000 5202
ISNS 18.530000 5215
ISRG 86.820000 5221
ISSC 29.470000 5222
ISTR 13.050000 5224
ISUZY 25.110000 5228
IT 58.400000 5231
ITGR 44.130000 5237
ITI 28.350000 5239
ITIC 5.596000 5240
ITJTY 14.750000 5241
ITOCY 10.880000 5245
ITRN 27.660000 5253
ITT 111.790000 5255
ITTOY 28.890000 5256
ITUB 15.940000 5257
ITW 33.250000 5259
IVZ 18.530000 5300
IX 12.020000 5314
J 31.300000 5319
JACK 16.580000 5320
JAPAY 11.070000 5330
JAZZ 19.530000 5336
JBAXY 19.850000 5337
JBHT 33.440000 5338
JBL 23.520000 5339
JBSAY 6.599000 5341
JBSS 18.700000 5342
JBT 43.250000 5343
JCI 45.580000 5347
JCOM 24.660000 5349
JCTCF 10.340000 5351
JCYGY 12.180000 5352
JD 15.430000 5353
JD..L 15.430000 5354
JDVB 10.310000 5356
JEF 7.188000 5359
JELD 24.360000 5361
JFBC 15.360000 5373
JFIN 8.759000 5374
JGCCY 40.220000 5379
JHG 12.420000 5385
JHX 55.410000 5386
JJSF 1950.890000 5390
JKHY 39.730000 5391
JKS 874.830000 5393
JLL 21.110000 5397
JMPLY 31.520000 5405
JNJ 29.900000 5408
JNPR 43.880000 5409
JOB 0.528600 5411
JOBS 30.640000 5412
JOE 55.020000 5413
JOUT 16.290000 5417
JPM 13.050000 5425
JPPHY 7.966000 5430
JPSWY 24.290000 5433
JPXGY 25.870000 5435
JRONY 32.400000 5443
JRSH 25.490000 5445
JRSS 3.368000 5446
JSCPY 66.930000 5450
JSGRY 43.310000 5455
JUMSY 15.270000 5461
JUVF 13.410000 5468
JVA 28.240000 5469
JWEL 48.140000 5472
JYNT 71.080000 5477
K 17.750000 5479
KAEPY 8.840000 5481
KAI 32.880000 5483
KAJMY 7.046000 5487
KALU 497.650000 5489
KAOOY 24.850000 5493
KB 5.994000 5500
KBAL 53.280000 5502
KBCSY 14.890000 5505
KBH 13.300000 5506
KBR 75.440000 5510
KCLI 30.410000 5515
KDDIY 12.680000 5519
KDP 35.200000 5523
KE 13.810000 5524
KELYA 9.543000 5527
KELYB 9.626000 5528
KEN 3.847000 5529
KEP 8.428000 5531
KEX 54.900000 5538
KEY 13.090000 5539
KEYS.L 35.680000 5540
KEYS 35.680000 5541
KFRC 22.360000 5543
KFY 76.950000 5545
KGC 7.500000 5546
KGFHY 13.980000 5548
KGSPY 42.130000 5551
KHC 99.070000 5553
KHNGY 38.460000 5554
KIKOY 47.690000 5560
KIM 9.030000 5561
KINS 14.340000 5564
KIRK 25.970000 5565
KIROY 10.220000 5566
KKOYY 24.620000 5568
KKR 6.816000 5569
KL 15.990000 5571
KLAC 26.580000 5572
KLIC 22.270000 5576
KMB 19.580000 5582
KMDA 17.790000 5583
KMI 22.640000 5584
KMPR 10.620000 5587
KMT 312.580000 5589
KMTUY 35.890000 5590
KMX 25.540000 5591
KN.PA 68.470000 5592
KN 68.470000 5593
KNBWY 26.150000 5596
KNCRY 18.750000 5597
KNRRY 32.180000 5602
KNSL 33.160000 5604
KNX 17.110000 5606
KNYJY 36.990000 5607
KO 33.110000 5608
KOF 24.820000 5612
KOP 4.981000 5614
KOSS 461.400000 5617
KOTMY 30.130000 5618
KR 11.380000 5623
KRC 12.720000 5626
KRNT 496.190000 5633
KRNY 18.730000 5635
KRO 33.140000 5636
KRT 145.150000 5640
KRYAY 37.550000 5643
KSRYY 91.940000 5651
KSS 22.110000 5652
KSU 44.760000 5653
KT 12.590000 5654
KTB 27.830000 5656
KTCC 13.130000 5657
KTHN 6.808000 5660
KTOS 39.080000 5661
KTYB 18.540000 5663
KUBTY 18.500000 5665
KURRY 410.260000 5671
KW 28.750000 5677
KWPCY 26.360000 5683
KWR 40.630000 5684
KYOCY 33.600000 5689
KYSEY 9.916000 5690
LACQ 40.120000 5700
LAD 15.260000 5701
LAKE 5.838000 5705
LAMR 43.860000 5708
LANC 36.460000 5709
LARK 5.716000 5712
LAWS 90.300000 5717
LAZ 12.720000 5718
LAZY 13.640000 5720
LB 14.000000 5721
LBAI 14.290000 5722
LBC 12.520000 5723
LBRDA 65.350000 5727
LBRDB 64.680000 5728
LBRDK 67.050000 5729
LCAP 133.540000 5739
LCII 18.470000 5743
LCNB 11.240000 5744
LCUT 11.540000 5754
LCY 135.680000 5756
LDOS 20.630000 5767
LE 82.610000 5770
LEA 41.230000 5771
LEAT 15.640000 5774
LECO 34.470000 5775
LEE 13.860000 5777
LEG.DE 25.960000 5779
LEG 25.960000 5780
LEGH 12.130000 5782
LEJU 8.870000 5787
LEN 10.110000 5789
LESL 70.440000 5796
LEVL 8.825000 5802
LFC 8.344000 5804
LFGP 12.260000 5805
LFUS 39.640000 5809
LFVN 9.840000 5810
LGFRY 11.840000 5823
LGIH 12.040000 5828
LGL 69.690000 5833
LGND 51.170000 5834
LGO 119.470000 5835
LGRDY 32.360000 5837
LH 10.200000 5843
LHCG 49.710000 5847
LHX 33.860000 5849
LII 31.500000 5854
LIN 54.650000 5858
LIN.DE 54.650000 5859
LINC 4.641000 5860
LINK 1439.990000 5862
LITB 23.100000 5868
LITE 17.280000 5869
LIVE 8.236000 5872
LKFN 17.480000 5885
LKQ 20.300000 5888
LL 11.220000 5889
LLY 30.340000 5895
LMAT 44.150000 5898
LMB 19.730000 5899
LMNX 72.330000 5905
LMRK 13.850000 5908
LMST 11.450000 5910
LMT 15.420000 5911
LNC 20.410000 5912
LNEGY 12.720000 5915
LNN 41.050000 5920
LNNGY 89.210000 5921
LNSTY 71.640000 5923
LNT 23.230000 5925
LOB 24.630000 5929
LOCO 24.090000 5932
LODE 5.672000 5933
LOGI 22.340000 5936
LOMA 4.237000 5942
LOPE 16.070000 5948
LORL 4.822000 5949
LOVE 95.430000 5953
LOW 21.220000 5954
LPG 7.518000 5959
LPL 23.380000 5962
LPLA 26.740000 5963
LPLA.L 26.740000 5964
LPTH 697.130000 5967
LPX 9.335000 5969
LQDT 53.130000 5974
LRCX 27.430000 5978
LRENY 41.130000 5980
LRLCY 62.370000 5981
LRN 16.910000 5983
LSBK 15.690000 5988
LSCC 129.440000 5989
LSRCY 93.220000 5997
LSTR 28.660000 5998
LTC 33.780000 6003
LU 14.830000 6015
LULU 71.810000 6020
LUNA 79.340000 6024
LUVU 3.912000 6028
LVMUY 72.940000 6030
LW 48.240000 6034
LWAY 20.390000 6036
LX 23.150000 6042
LXEH 18.310000 6043
LXFR 22.630000 6044
LYB 16.090000 6050
LYBC 13.980000 6051
LYG 24.940000 6053
LYTS 35.770000 6063
LZAGY 51.730000 6069
LZB 27.120000 6070
LZRFY 36.960000 6071
MA 55.220000 6075
MAA 70.170000 6076
MACE 28.160000 6084
MAG 537.250000 6093
MAHLY 17.440000 6099
MAIN 10.630000 6102
MALRY 14.450000 6106
MAN 80.130000 6108
MAN.DE 80.130000 6109
MANH 99.990000 6110
MANT 28.530000 6112
MARA 40.200000 6116
MAS 20.240000 6121
MASI 54.720000 6122
MAT 33.140000 6125
MATW 97.030000 6128
MATX 10.200000 6129
MAURY 22.560000 6130
MAUSY 22.400000 6131
MAXR 7.216000 6136
MBCN 13.410000 6139
MBIN 6.075000 6143
MBT 9.892000 6148
MBUU 20.010000 6150
MBWM 10.990000 6151
MC.PA 15.740000 6152
MC 15.740000 6153
MCARY 278.780000 6155
MCB.L 11.880000 6156
MCB 11.880000 6157
MCBC 10.430000 6158
MCBI 13.420000 6159
MCBS 11.250000 6161
MCD 33.950000 6163
MCFT 14.240000 6167
MCHP 121.670000 6172
MCO 31.280000 6181
MCRI 46.040000 6186
MCVT 11.180000 6191
MCY 5.674000 6192
MDC 9.209000 6195
MDC.L 9.209000 6196
MDIBY 16.360000 6204
MDJH 277.500000 6205
MDLZ 24.060000 6208
MDP 19.930000 6210
MDRX 3.794000 6212
MDT 47.590000 6213
MDU 16.180000 6214
MED.L 31.370000 6221
MED 31.370000 6222
MEDP 39.590000 6223
MEI 15.260000 6227
MESA 10.230000 6236
MET 53.450000 6239
MFA 7.164000 6245
MFC 10.370000 6246
MFG 44.200000 6247
MFNC 15.940000 6251
MGA 27.480000 6254
MGDDY 35.940000 6257
MGEE 26.600000 6258
MGIC 31.620000 6261
MGLN 6.184000 6262
MGP 25.810000 6269
MGP.L 25.810000 6270
MGPI 25.810000 6271
MGRC 21.170000 6272
MGY 27.490000 6276
MGYR 19.280000 6277
MHGU 8.560000 6279
MHGVY 26.700000 6280
MHH 20.470000 6281
MHK 23.310000 6282
MHLD 2.301000 6283
MHO 7.080000 6285
MICR 6.077000 6289
MIDD 40.870000 6291
MIDD.L 40.870000 6292
MIELY 20.940000 6294
MIME 111.090000 6303
MITEY 15.790000 6314
MITK 77.090000 6315
MITSY 15.660000 6318
MITUY 17.160000 6319
MIXT 24.220000 6321
MKC 31.410000 6324
MKKGY 29.130000 6328
MKL 6.185000 6329
MKSI 25.890000 6331
MKTAY 24.510000 6332
MKTX 58.320000 6333
MLI 15.430000 6342
MLM 29.880000 6344
MLR 17.370000 6355
MLVF 17.250000 6358
MMAC 45.860000 6360
MMC 31.590000 6363
MMI 35.320000 6365
MMM 20.720000 6369
MMM.L 20.720000 6370
MMMB 21.670000 6371
MMP 14.760000 6372
MMS 21.160000 6373
MMSI 862.000000 6374
MMSMY 18.650000 6375
MMX.L 22.120000 6377
MN 12.480000 6379
MNBEY 28.320000 6380
MNDO 11.070000 6383
MNR 25.120000 6394
MNRO 61.120000 6397
MNSB 10.100000 6398
MNST 34.790000 6400
MO 21.120000 6405
MOFG 16.690000 6414
MOH 20.600000 6419
MOMO 10.010000 6422
MONDY 20.010000 6424
MONOY 82.930000 6425
MORN 40.070000 6431
MOS 13.490000 6432
MPAA 37.100000 6442
MPAD 77.780000 6444
MPB 7.520000 6445
MPLX 11.450000 6450
MPNGY 302.420000 6451
MPW 22.520000 6453
MPWR 93.490000 6454
MPX 23.540000 6455
MQBKY 18.980000 6456
MRAAY 27.910000 6457
MRBK 4.851000 6460
MRCC 5.112000 6463
MRCY 50.740000 6465
MRK.DE 27.500000 6469
MRK 27.500000 6470
MRLN 14.250000 6474
MRMD 47.390000 6476
MRNA 148.010000 6477
MRTN 18.960000 6484
MRVI 88.480000 6487
MS 11.940000 6490
MSA 58.760000 6491
MSADY 63.860000 6493
MSBI 16.380000 6496
MSCI 60.400000 6498
MSEX 40.360000 6502
MSFT 34.020000 6508
MSGN 5.006000 6511
MSI 35.770000 6513
MSI.L 35.770000 6514
MSM 28.180000 6517
MSP 91.610000 6521
MSVB 39.610000 6525
MT.AS 14.680000 6527
MTB 14.170000 6529
MTCH 86.460000 6533
MTD 47.740000 6535
MTEX 9.636000 6539
MTG 11.410000 6540
MTGGY 7.708000 6541
MTH 8.525000 6542
MTHRY 151.950000 6543
MTL 1.000000 6544
MTOR 30.950000 6551
MTR.L 48.000000 6554
MTRN 42.850000 6555
MTSFY 14.000000 6558
MTUAY 90.780000 6562
MTX.DE 26.130000 6565
MTX 26.130000 6566
MTZ 24.240000 6567
MU 29.840000 6568
MULG 140.000000 6574
MURGY 21.970000 6579
MUSA 11.080000 6581
MVBF 11.750000 6586
MVLY 20.270000 6589
MWA 30.150000 6591
MX 3.038000 6594
MXIM 35.300000 6599
MYE 29.370000 6606
MYFW 7.603000 6607
MYRG 21.440000 6613
MYTE 85.070000 6618
NABZY 21.320000 6624
NAII 9.318000 6627
NANX 39.250000 6632
NARI 395.230000 6637
NASB 3.882000 6639
NATH 21.890000 6643
NATI 370.910000 6644
NATR 18.290000 6645
NAVI 3.887000 6649
NBHC 12.380000 6653
NBIX 23.470000 6655
NBN 4.044000 6658
NBTB 12.780000 6663
NC 10.320000 6666
NCBDY 31.470000 6667
NCBS 12.220000 6668
NCHEY 17.860000 6671
NCLTY 22.720000 6673
NCMGY 19.170000 6674
NCTY 0.292100 6680
NDAQ 27.230000 6685
NDBKY 26.730000 6686
NDEKY 20.820000 6687
NDSN 42.310000 6691
NEE 34.700000 6696
NEM 23.030000 6698
NEM.DE 23.030000 6699
NEOG 79.730000 6702
NEP 13.780000 6704
NERV 19.670000 6707
NESR 22.910000 6711
NEU 14.720000 6716
NEW 101.900000 6717
NEWA 6.628000 6718
NEWT 10.780000 6721
NEXOY 44.040000 6726
NFBK 16.280000 6729
NFG 54.620000 6733
NFLX 60.800000 6739
NGG 21.450000 6750
NGKSY 16.460000 6752
NGLOY 26.920000 6753
NGMS 340.910000 6755
NGVC 16.200000 6757
NGVT 17.850000 6758
NHC 12.510000 6760
NHI 18.570000 6761
NHNKY 18.770000 6763
NHTC 50.990000 6764
NHYDY 23.040000 6765
NI 70.830000 6766
NICE 72.900000 6767
NICK.L 9.375000 6768
NICK 9.375000 6769
NILSY 16.570000 6774
NIPMY 19.560000 6778
NIU 96.570000 6780
NJDCY 109.550000 6781
NJR 16.690000 6783
NKE 64.370000 6785
NKRKY 38.080000 6787
NKSH 13.450000 6788
NL 13.660000 6791
NLOK 29.740000 6792
NLS 6.695000 6793
NLSN 16.690000 6794
NLY 2.981000 6798
NMFC 4.900000 6802
NMIH 12.220000 6804
NMR 12.480000 6806
NMRK 25.290000 6808
NNA 2.438000 6811
NNBR 2.673000 6812
NNCHY 25.130000 6813
NNGRY 7.402000 6815
NNI 5.648000 6816
NNN 39.620000 6817
NNUP 19.560000 6819
NOBH 22.440000 6824
NOC 13.400000 6825
NODK 7.748000 6827
NOMD 22.120000 6832
NOVT 112.980000 6838
NOW 631.840000 6839
NPK 14.960000 6843
NPKYY 16.610000 6844
NPPNY 26.390000 6847
NRC 35.430000 6857
NRDBY 14.410000 6858
NREF 4.383000 6859
NRG 25.520000 6860
NRILY 35.080000 6861
NRIM 6.321000 6862
NRZ 10.800000 6868
NSC 31.040000 6871
NSIT 20.490000 6878
NSP 26.040000 6879
NSRGY 26.850000 6881
NSSC 73.950000 6882
NTAP 29.310000 6887
NTCO 864.810000 6888
NTCT 117.600000 6889
NTDOY 17.830000 6890
NTDTY 27.160000 6891
NTES 42.220000 6894
NTGR 14.190000 6896
NTIP 9.027000 6900
NTOIY 48.340000 6905
NTP 29.230000 6906
NTR 57.550000 6908
NTRS 21.640000 6912
NTST 988.620000 6913
NTTYY 11.970000 6914
NTWK 51.440000 6917
NUAN 2645.000000 6919
NUE 19.020000 6922
NUS 14.320000 6926
NUVR 9.831000 6929
