# tag pbvalue tag_id
CGA 0.439200 2015
CGBD 0.851600 2017
CGC 3.046000 2018
CGEM 2.804000 2019
CGEN 5.963000 2021
CGNX 10.180000 2024
CGRN 42.350000 2026
CGUSY 0.872800 2029
CHAQ 1.348000 2033
CHBAY 0.434400 2035
CHBH 1.008000 2036
CHCI 11.140000 2037
CHCO 1.806000 2038
CHCT 2.551000 2039
CHD 6.515000 2040
CHDN 38.670000 2041
CHDRY 7.260000 2042
CHE 8.493000 2043
CHEF 3.536000 2044
CHEK 3.446000 2045
CHEOY 9.037000 2046
CHFW 23.560000 2048
CHGCY 7.026000 2051
CHGG 8.795000 2052
CHH 349.110000 2053
CHHE 0.372000 2054
CHKP 4.676000 2057
CHMA 3.953000 2059
CHMG 1.113000 2060
CHNG 2.193000 2061
CHNR 3.381000 2062
CHPM 1.279000 2063
CHRA 11.310000 2065
CHRS 7.814000 2067
CHRW 6.914000 2069
CHRYY 3.155000 2071
CHS 3.259000 2072
CHT 2.334000 2073
CHTR 6.222000 2074
CHUY 3.292000 2077
CHX 3.252000 2079
CHYHY 9.983000 2080
CI 1.846000 2081
CIA 1.073000 2082
CIB 0.974600 2083
CIBEY 1.341000 2084
CIBH 0.320700 2085
CIDM 27.600000 2091
CIEN 3.173000 2093
CIH 3.383000 2096
CIHKY 2.099000 2097
CIM 0.907100 2098
CINF 1.747000 2101
CIO 1.447000 2102
CIR 3.910000 2104
CIR.L 3.910000 2105
CIT 1.008000 2106
CIVB 1.056000 2110
CIX 1.672000 2112
CIZN 0.992600 2114
CJJD 1.460000 2115
CJPRY 0.803100 2116
CKHGY 6.476000 2118
CKHUY 0.466100 2119
CKPT 3.742000 2121
CKX 1.498000 2122
CL 270.230000 2123
CLAR 3.499000 2125
CLB.AS 13.420000 2127
CLB 13.420000 2128
CLBEY 1.877000 2129
CLBK 1.907000 2130
CLBS 0.852500 2131
CLCGY 15.760000 2132
CLDB 1.222000 2134
CLDR 3.352000 2136
CLDT 0.914200 2137
CLDX 5.764000 2138
CLEU 3.433000 2139
CLF 4.223000 2140
CLFD 5.797000 2141
CLGN 35.920000 2143
CLGX 7.738000 2144
CLH 3.743000 2145
CLI.L 1.094000 2146
CLI 1.094000 2147
CLII 2.018000 2149
CLIM 1.055000 2150
CLIR 12.690000 2152
CLLS 2.532000 2155
CLNE 3.159000 2159
CLNY 2.797000 2162
CLOK 4.737000 2163
CLOV 5.462000 2164
CLPBY 30.710000 2165
CLPHY 1.746000 2166
CLPS 2.343000 2167
CLPT 8.586000 2168
CLR 1.880000 2169
CLRB 2.204000 2170
CLRM 1.296000 2171
CLRO 0.872900 2172
CLSD 8.712000 2173
CLSK 2.072000 2174
CLSN 1.858000 2175
CLVLY 19.070000 2176
CLVR 3.403000 2177
CLVT 1.932000 2179
CLW 0.894500 2180
CLWD 3.732000 2181
CLWT 1.176000 2182
CLX 29.540000 2184
CLX.L 29.540000 2185
CLXT 6.131000 2186
CLZNY 2.648000 2187
CM 1.759000 2188
CMA 1.416000 2189
CMBM 18.480000 2191
CMC 1.893000 2194
CMCL.L 1.224000 2196
CMCL 1.224000 2197
CMCM 0.570000 2198
CMCO 2.928000 2199
CMCSA 2.846000 2200
CMD 4.597000 2203
CME 2.952000 2204
CMG 18.330000 2206
CMI 4.673000 2213
CMII 1.927000 2214
CMLF 2.398000 2215
CMLS 0.584400 2216
CMP 19.560000 2219
CMPGY 6.586000 2220
CMPI 1.285000 2221
CMPS 7.594000 2223
CMRE 0.966500 2224
CMRX 5.122000 2226
CMS 3.149000 2227
CMSQY 4.253000 2228
CMT 1.162000 2229
CMTL 1.365000 2230
CMTV 1.326000 2231
CMWAY 2.371000 2232
CNA 1.067000 2233
CNA.L 1.067000 2234
CNAF 0.832900 2235
CNBKA 1.664000 2238
CNBX 7.174000 2240
CNC 1.631000 2242
CNCE 1.123000 2243
CNCG 3.573000 2244
CND 1.307000 2245
CNDT 1.415000 2246
CNET 3.024000 2249
CNEY 3.468000 2250
CNF 0.400300 2251
CNFR 0.686000 2252
CNHI 3.327000 2254
CNI 4.979000 2255
CNIG 1.964000 2257
CNK 5.579000 2258
CNMD 5.474000 2260
CNNB 0.960700 2261
CNNE 0.933800 2263
CNO 0.721100 2264
CNOB 1.169000 2265
CNP 2.292000 2266
CNP.PA 2.292000 2267
CNPAY 0.507200 2268
CNQ 1.553000 2269
CNR 4.656000 2270
CNS 18.650000 2272
CNSL 2.330000 2273
CNSP 4.150000 2274
CNST 2.540000 2275
CNTG 2.866000 2277
CNTY 3.636000 2279
CNX 0.662700 2280
CNXN 1.993000 2282
CO 1.161000 2284
COCP 2.134000 2289
CODA 2.484000 2290
CODI 2.125000 2291
CODX 2.977000 2292
COF 1.194000 2295
COFS 0.927300 2298
COG 2.839000 2300
COG.L 2.839000 2301
COGNY 0.469900 2302
COGT 2.516000 2303
COHN 0.583600 2304
COHR 8.098000 2305
COHU 2.395000 2306
COIHY 6.344000 2307
COIN 22.370000 2308
COKE 6.659000 2310
COLB 1.349000 2312
COLD 2.569000 2313
COLI 1.330000 2314
COLL 4.944000 2315
COLM 3.712000 2316
COMM 19.820000 2320
COMS 1.077000 2322
CONE 3.422000 2324
CONN 1.262000 2325
CONX 1.334000 2326
COO 3.242000 2327
COOP 1.021000 2329
COP 1.736000 2330
COP.DE 1.736000 2331
COR 119.140000 2333
CORE 3.210000 2336
CORT 4.948000 2341
COST.L 10.960000 2344
COST 10.960000 2345
COTY 2.299000 2348
COUP 16.860000 2350
COVTY 1.790000 2354
COWN 0.942100 2355
CP 8.621000 2356
CPA 2.996000 2357
CPAC 1.747000 2358
CPB 4.959000 2359
CPE 2.357000 2361
CPF 1.438000 2362
CPG.L 1.047000 2363
CPHC 1.281000 2364
CPHI 3.616000 2365
CPIX 0.947500 2367
CPK 2.791000 2369
CPKF 1.031000 2370
CPNG 21.690000 2371
CPRI 3.956000 2373
CPRT 9.355000 2374
CPRX 3.228000 2375
CPS 0.890500 2376
CPSH 14.000000 2377
CPSI 2.325000 2378
CPSR 1.266000 2379
CPSS 0.771000 2380
CPT 3.573000 2381
CPTA 0.538900 2382
CPTK 1.295000 2383
CPTP 12.680000 2384
CPUH 1.326000 2385
CQP 37.290000 2389
CR 3.534000 2390
CRAI 2.859000 2391
CRARY 0.304000 2392
CRAWA 2.923000 2393
CRBP 2.787000 2395
CRC.L 2.371000 2396
CRC 2.371000 2397
CRCT 13.270000 2399
CRDF 2.506000 2403
CREE 5.153000 2404
CREG 0.477600 2405
CRESY 1.035000 2408
CREX 3.205000 2409
CRH 2.086000 2410
CRH.L 2.086000 2411
CRHC 1.269000 2412
CRHKY 8.736000 2413
CRI 4.408000 2414
CRIS 10.470000 2415
CRK 1.146000 2416
CRL.L 7.644000 2417
CRL 7.644000 2418
CRLBF 4.640000 2419
CRM 5.019000 2420
CRMD 3.473000 2423
CRMT 2.758000 2426
CRMZ 10.540000 2427
CRNC 3.592000 2429
CRNT 1.903000 2430
CRNX 4.477000 2431
CRON 1.850000 2432
CROX 20.360000 2433
CRRFY 1.372000 2436
CRS 1.705000 2437
CRSA 1.500000 2438
CRSP 4.969000 2440
CRSR 6.122000 2441
CRSS 10.180000 2442
CRT 7.873000 2444
CRTD 20.750000 2445
CRTO 2.061000 2447
CRTPF 8.126000 2448
CRTX 8.401000 2449
CRU 1.352000 2450
CRU.L 1.352000 2451
CRUS 3.213000 2453
CRVL 10.530000 2455
CRVS 1.124000 2456
CRWD 57.780000 2459
CRWS 1.806000 2460
CRY 3.841000 2461
CRZBY 0.309100 2462
CS.PA 0.556300 2465
CS 0.556300 2466
CSBB 1.130000 2468
CSBR 16.780000 2469
CSCO 5.547000 2470
CSCW 5.093000 2471
CSGP 6.126000 2474
CSGS 3.420000 2475
CSHX 1.252000 2477
CSII 5.809000 2478
CSIOY 2.142000 2479
CSIQ 1.510000 2480
CSL 4.166000 2481
CSLLY 12.630000 2482
CSLT 2.260000 2483
CSNVY 5.621000 2485
CSOD 10.320000 2486
CSPI 1.427000 2489
CSPR 47.920000 2490
CSSE 6.818000 2492
CSTE 1.140000 2494
CSTL 3.552000 2496
CSTR 1.410000 2498
CSV 2.769000 2500
CSVI 6.710000 2501
CSWC 1.695000 2502
CSWI 4.718000 2503
CSX 5.752000 2504
CSXXY 15.820000 2506
CTAC 1.370000 2509
CTAS 9.748000 2512
CTB 2.146000 2513
CTBI 1.186000 2514
CTEK 0.889100 2516
CTG 1.959000 2517
CTGO 5.411000 2518
CTHR 1.608000 2520
CTIC 8.399000 2522
CTLP 6.048000 2524
CTLT 4.821000 2525
CTMX 3.646000 2526
CTO 0.886100 2527
CTO.L 0.886100 2528
CTRE 2.411000 2531
CTRM 6.156000 2532
CTRN 5.502000 2533
CTS 2.846000 2534
CTSH 3.398000 2535
CTSO 4.547000 2536
CTTAY 1.973000 2537
CTUY 0.935500 2538
CTVA 1.548000 2539
CTXR 2.511000 2540
CTXS 56.530000 2541
CUB 2.568000 2545
CUBE 4.620000 2546
CUBI 1.258000 2547
CUE 6.434000 2548
CUEN 3.122000 2549
CUII 1.707000 2550
CUK 1.501000 2551
CULP 1.518000 2554
CURI 3.535000 2555
CURLF 6.496000 2556
CURO 4.254000 2557
CURR 2.116000 2558
CUTR 16.390000 2561
CUYTY 2.980000 2562
CUZ 1.215000 2563
CVA 6.791000 2564
CVAC 23.610000 2565
CVBF 1.490000 2566
CVCO 2.961000 2567
CVCY 1.100000 2568
CVEO 0.754700 2569
CVET 2.430000 2570
CVGI 3.839000 2571
CVGW 4.884000 2572
CVI 2.241000 2573
CVLG 1.261000 2575
CVLT 8.976000 2576
CVLY 0.952600 2577
CVM 32.900000 2578
CVNA 126.130000 2579
CVR 0.873500 2580
CVS 1.606000 2581
CVSI 3.527000 2583
CVV 1.218000 2585
CVX 1.506000 2586
CW 2.822000 2587
CWBC 1.129000 2588
CWBHF 2.549000 2589
CWBR 5.085000 2591
CWCO 1.182000 2593
CWEN 3.059000 2594
CWGL 1.045000 2596
CWH 44.390000 2597
CWK 3.826000 2598
CWK.L 3.826000 2599
CWLDY 1.956000 2600
CWST 9.212000 2602
CWT 3.101000 2603
CX 1.374000 2604
CXDC 0.054400 2607
CXDO 3.728000 2608
CXW 0.724300 2609
CYAD 2.775000 2610
CYAN 1.109000 2611
CYBE 3.240000 2613
CYBQY 2.523000 2615
CYBR.L 7.110000 2616
CYBR.AS 7.110000 2617
CYBR 7.110000 2618
CYBR 7.110000 2619
CYCC 1.366000 2620
CYCN 2.262000 2621
CYD 0.466100 2622
CYDVF 17.260000 2623
CYGIY 11.070000 2626
CYRN 2.113000 2630
CYRX 3.902000 2631
CYTH 3.556000 2634
CYTK 23.600000 2635
CYTR 7.640000 2636
CZFS 1.200000 2640
CZMWY 9.026000 2641
CZNC 1.324000 2643
CZR 4.883000 2645
CZWI 0.917000 2646
D 2.504000 2648
DAC 0.957800 2654
DADA 5.590000 2655
DAIO 2.535000 2660
DAKT 1.562000 2661
DAL 63.770000 2662
DAN 2.210000 2663
DANOY 2.326000 2664
DAR 3.820000 2667
DARE 20.300000 2668
DASH 10.930000 2670
DASTY 9.133000 2671
DAVA 15.060000 2672
DBDR 1.383000 2676
DBI 5.553000 2678
DBOEY 3.832000 2680
DBSDY 1.423000 2684
DBTX 1.145000 2685
DBVT 3.797000 2686
DCBO 8.964000 2698
DCI 7.230000 2700
DCI.L 7.230000 2701
DCO 1.855000 2703
DCOM 1.366000 2704
DCP 0.918900 2705
DCPH 3.917000 2706
DCRB 56.370000 2707
DCT 6.936000 2710
DCTH 3.342000 2712
DCYHY 1.956000 2713
DD 1.658000 2714
DDD 8.359000 2715
DDMX 1.261000 2718
DDOG 33.840000 2719
DDS 1.853000 2720
DE 7.487000 2722
DEA 1.465000 2723
DECK 6.614000 2726
DEH 1.414000 2727
DEI 2.456000 2728
DELKY 1.521000 2731
DELL 25.800000 2732
DEN 3.292000 2735
DEO 12.140000 2737
DESP 21.040000 2741
DFFN 1.294000 2750
DFH 9.548000 2751
DFHT 1.904000 2752
DFIN 3.618000 2753
DFKCY 4.568000 2754
DFNS 1.439000 2755
DFPH 1.382000 2757
DFS 3.242000 2758
DFS.L 3.242000 2759
DG.PA 7.342000 2761
DG 7.342000 2762
DGICA 0.884100 2765
DGICB 0.861400 2766
DGII 1.450000 2767
DGLY 1.722000 2769
DGNR 1.419000 2771
DGNS 17626.000000 2772
DGX 2.389000 2779
DHBC 1.305000 2781
DHHC 13685.740000 2784
DHI 2.658000 2785
DHIL 2.880000 2786
DHR 4.900000 2787
DHT 0.948500 2789
DHX 1.371000 2790
DIFTY 2.539000 2795
DIOD 3.348000 2802
DIS 3.803000 2803
DISA 1.488000 2804
DISCA 1.520000 2805
DISCB 3.182000 2806
DISCK 1.421000 2807
DISH 1.720000 2808
DISH.L 1.720000 2809
DIT 1.079000 2810
DJCO 2.037000 2812
DK 1.739000 2814
DKILY 3.780000 2816
DKNG 8.706000 2818
DKS 3.392000 2819
DLA 1.490000 2821
DLAKY 3.227000 2822
DLB 3.783000 2824
DLHC 2.409000 2828
DLPN 3.217000 2830
DLR 2.536000 2831
DLTH 2.756000 2832
DLTR 3.216000 2833
DLX 3.442000 2834
DM 3.694000 2835
DMAC 5.787000 2836
DMGGF 10.150000 2837
DMLRY 1.306000 2840
DMRC 7.666000 2842
DMTK 4.736000 2844
DMYI 25015.110000 2845
DMZPY 23.100000 2847
DNB 2.536000 2850
DNHBY 1.236000 2852
DNIYY 0.551600 2853
DNKEY 0.604000 2855
DNLI 7.233000 2857
DNMR 7.054000 2859
DNN 3.761000 2860
DNNGY 4.266000 2861
DNOW 1.654000 2862
DNTUY 1.334000 2864
DNZ 1.293000 2865
DNZOY 1.487000 2866
DOC 1.467000 2868
DOC 1.467000 2869
DOCN 5.382000 2870
DOCU 119.100000 2873
DOOR 4.027000 2878
DORM 3.720000 2880
DOV 6.180000 2882
DOW 3.663000 2883
DOX 2.760000 2884
DOYU 2.458000 2885
DPSGY 4.972000 2892
DPW.DE 0.812600 2893
DPW 0.812600 2894
DQ 6.744000 2899
DRE 3.339000 2903
DRI 7.207000 2904
DRI.DE 7.207000 2905
DRIO 2.305000 2906
DRNA 19.160000 2908
DRQ 1.179000 2909
DRRX 4.675000 2910
DRVN 3.055000 2912
DSCSY 4.854000 2918
DSDVY 7.453000 2920
DSEY 10.130000 2921
DSGN 3.646000 2923
DSGX 5.414000 2925
DSKE 7.086000 2926
DSNKY 3.515000 2929
DSP 25.880000 2930
DSPG 2.384000 2931
DSS 0.592900 2932
DSSI 0.370800 2933
DSWL 0.789600 2934
DSX 0.981800 2935
DT 13.100000 2937
DTCWY 1.371000 2938
DTE.DE 2.129000 2939
DTE 2.129000 2940
DTEGY 2.184000 2943
DTIL 10.820000 2944
DTSS 27.070000 2948
DUK 1.664000 2954
DUNE 6954.960000 2956
DUO 1.356000 2957
DURYY 2.516000 2959
DV 13.610000 2960
DVA 10.270000 2961
DVAX 9.545000 2962
DVD 1.262000 2964
DVN 2.160000 2965
DWAHY 1.083000 2970
DWIN 1.323000 2972
DWSN 0.652100 2977
DX 0.963400 2978
DX/.L 0.963400 2979
DXC 1.841000 2981
DXCM 18.390000 2982
DXF 0.664800 2983
DXPE 1.681000 2987
DXR 2.519000 2988
DXYN 0.694300 2990
DY 2.852000 2991
DYAI 4.108000 2992
DYN 2.017000 2993
DYNT 1.334000 2996
DZSI 3.378000 2998
E 0.941600 2999
EA 5.218000 3000
EAC 1.310000 3002
EACO 1.354000 3003
EADSY 12.370000 3004
EAR 6.988000 3006
EARN 0.932200 3007
EARS 2.340000 3008
EAST 3.882000 3009
EB 10.500000 3012
EBAY 10.750000 3014
EBCOY 1.700000 3015
EBET 92.730000 3016
EBF 1.824000 3017
EBIX 1.369000 3018
EBKDY 0.818300 3019
EBMT 1.093000 3020
EBON 5.550000 3021
EBR 1.022000 3023
EBRPY 1.368000 3026
EBS 2.034000 3027
EBS 2.034000 3028
EBSB 1.458000 3029
EBTC 1.253000 3030
EC 1.646000 3031
ECHO.L 2.204000 3036
ECHO 2.204000 3037
ECIA 3.516000 3038
ECL 9.826000 3041
ECOL 2.028000 3044
ECOM 5.119000 3045
ECOM.L 5.119000 3046
ECOM 5.119000 3047
ECOR 3.208000 3048
ECPG 1.128000 3049
ED 1.384000 3053
EDAP 7.202000 3054
EDIT 3.677000 3060
EDN 0.223200 3065
EDRY 1.224000 3072
EDSA 4.264000 3073
EDTK 0.648700 3074
EDTX 1.001000 3075
EDU 3.548000 3076
EDUC 2.916000 3077
EEFT 5.628000 3082
EEIQ 5.713000 3084
EEX 1.041000 3090
EFC 1.029000 3092
EFGSY 1.736000 3093
EFGXY 1.043000 3094
EFOI 4.988000 3100
EFSC 1.410000 3102
EFSH 4.695000 3103
EFSI 1.095000 3104
EFX 8.638000 3105
EGAN 6.974000 3106
EGBN 1.435000 3107
EGHT 16.380000 3109
EGIEY 4.240000 3110
EGLE 1.219000 3112
EGLX 5.211000 3114
EGO 0.590200 3116
EGP 4.773000 3117
EGRX 2.782000 3119
EGY 2.144000 3120
EH 33.460000 3121
EHC 5.115000 3122
EHTH 2.027000 3124
EIG 1.003000 3125
EIGR 2.155000 3126
EIX 1.493000 3129
EJFA 1.337000 3130
EJH 24.750000 3132
EJPRY 0.968800 3133
EKSO 1.785000 3136
EKTAY 5.366000 3137
EL.PA 19.910000 3138
EL 19.910000 3139
ELA 6.048000 3140
ELAN 2.118000 3142
ELDN 0.690900 3143
ELEZY 3.234000 3145
ELF 5.523000 3146
ELLO 2.504000 3153
ELMD 2.533000 3156
ELOX 46.700000 3157
ELP 4.617000 3158
ELP 4.617000 3159
ELS 10.400000 3160
ELSE 1.212000 3161
ELTK 2.225000 3163
ELTP 3.453000 3164
ELUXY 3.599000 3165
ELVT 0.800800 3166
ELY 1.894000 3167
ELYS 4.114000 3168
EMAN 13.440000 3171
EMAN.L 13.440000 3172
EMCF 0.895100 3175
EME.L 3.224000 3178
EME 3.224000 3179
EMKR 3.070000 3190
EML.L 1.830000 3191
EML 1.830000 3192
EMN 2.736000 3199
EMR.L 6.270000 3201
EMR 6.270000 3202
EMYB 1.292000 3212
ENB 1.787000 3214
ENBP 0.918300 3215
ENFA 23691.450000 3221
ENG 5.612000 3222
ENG 5.612000 3223
ENGGY 1.652000 3225
ENGIY 1.016000 3228
ENIA 1.771000 3229
ENIC 0.836600 3230
ENLAY 2.736000 3231
ENLC 1.654000 3232
ENLV 4.756000 3233
ENNV 1.317000 3234
ENOB 1.163000 3235
ENPC 1.036000 3237
ENPH 26.350000 3238
ENR 9.114000 3241
ENR.DE 9.114000 3242
ENS 2.643000 3244
ENSG 5.159000 3245
ENSV 1.396000 3246
ENTA 2.293000 3248
ENTG 10.800000 3249
ENTX 11.560000 3250
ENV 4.248000 3251
ENVA 1.381000 3252
ENVB 2.568000 3253
ENVI 8341.100000 3254
ENZ 2.459000 3257
ENZN 6.003000 3258
EOG 2.258000 3262
EOLS 25.170000 3263
EONGY 3.325000 3264
EOSE 10.790000 3265
EPAC 4.318000 3266
EPAC 4.318000 3267
EPAM 12.890000 3268
EPAY 3.891000 3269
EPC 1.670000 3270
EPD 2.059000 3271
EPGNY 1.934000 3272
EPHY 20657.970000 3273
EPM 2.264000 3275
EPOKY 9.290000 3276
EPR 1.379000 3277
EPSN 1.325000 3278
EPWR 20875.250000 3280
EPZM 9.810000 3281
EQ 2.143000 3282
EQBK 1.168000 3283
EQC 1.075000 3284
EQD 1.341000 3285
EQFN 0.905600 3286
EQH 1.501000 3288
EQIX 6.226000 3290
EQNR 1.960000 3294
EQOS 6.877000 3295
EQR 2.791000 3301
EQS 0.753800 3302
EQT 0.628500 3304
EQT.L 0.628500 3305
EQX 1.831000 3306
ERES 1.262000 3307
ERF.PA 3.106000 3308
ERIC 4.306000 3310
ERIE 8.741000 3311
ERII 5.778000 3312
ERJ 0.928100 3313
ERKH 0.729400 3314
ERMAY 2.029000 3316
ERYP 4.667000 3322
ES 1.958000 3323
ESALY 2.915000 3324
ESCA 2.485000 3327
ESE 2.474000 3328
ESEA 3.844000 3329
ESGC 1.139000 3333
ESGR 0.903200 3334
ESI 2.482000 3337
ESLOY 1.927000 3339
ESLT 2.556000 3340
ESNT 1.392000 3342
ESNT.L 1.392000 3343
ESOA 1.206000 3345
ESP 1.380000 3346
ESP.L 1.380000 3347
ESQ 1.498000 3352
ESRT 3.209000 3353
ESS 3.145000 3354
ESSA 0.854500 3355
ESSC 1.282000 3356
ESTA 25.950000 3358
ESTC 23.360000 3359
ESTE 1.764000 3360
ESXB 1.139000 3361
ESYJY 3.038000 3362
ET 1.263000 3364
ETAC 1.281000 3365
ETCMY 0.942300 3366
ETH 2.077000 3370
ETN 3.843000 3372
ETNB 2.017000 3373
ETON 9.653000 3374
ETR 1.909000 3375
ETRN 1.116000 3376
ETSY 30.990000 3377
ETTX 2.114000 3379
ETWO 8.186000 3380
EURN 0.870600 3395
EURN 0.870600 3396
EUSG 1.206000 3397
EVA 6.867000 3401
EVAX 17.510000 3403
EVBG 12.630000 3404
EVBN 1.241000 3405
EVC 1.423000 3406
EVER 11.860000 3410
EVGN 1.932000 3413
EVH 2.776000 3414
EVI 3.778000 3415
EVK.DE 0.251900 3416
EVK 0.251900 3417
EVLO 8.203000 3418
EVNVY 0.682100 3420
EVOJ 1.452000 3422
EVOK 5.139000 3423
EVOL 2.488000 3424
EVR 5.183000 3426
EVR.L 5.183000 3427
EVRG 3.142000 3429
EVRI 102.190000 3430
EVSBY 1.671000 3431
EVTC 8.949000 3433
EVTCY 7.125000 3434
EVVTY 12.160000 3435
EW 12.590000 3436
EWBC 2.013000 3437
EWTX 4.609000 3439
EXAS 5.227000 3441
EXC 1.361000 3442
EXEL 3.686000 3443
EXLS 4.703000 3445
EXP 4.620000 3446
EXPD 7.347000 3447
EXPE 21.170000 3448
EXPFF 2.721000 3449
EXPGY 11.530000 3450
EXPI 33.190000 3451
EXPO 12.520000 3453
EXPR 32.890000 3454
EXR 6.741000 3455
EXTN 0.588500 3462
EXTR 40.970000 3463
EYE 4.604000 3471
EYE.L 4.604000 3472
EYEG 2.350000 3473
EYEN 10.100000 3474
EYES 6.829000 3475
EYPT 2.454000 3476
EZGO 5.523000 3478
EZPW 0.615800 3480
F 1.756000 3481
FACA 1.566000 3485
FACO 0.596300 3488
FACT 1.310000 3489
FAF 1.411000 3490
FAII 86.080000 3493
FAMI 2.896000 3497
FANG 1.346000 3500
FANG.L 1.346000 3501
FANH 2.554000 3502
FANUY 3.414000 3504
FARM 2.609000 3506
FARO 3.929000 3508
FAST 10.870000 3511
FAST.AS 10.870000 3512
FATE 9.075000 3514
FB 7.059000 3515
FBAK 1.317000 3520
FBC 1.024000 3521
FBHS 4.975000 3522
FBIO 3.492000 3523
FBIZ 1.093000 3524
FBK 1.496000 3525
FBMS 1.284000 3526
FBNC 1.435000 3527
FBP 1.269000 3528
FBPA 0.779300 3529
FBRX 9.093000 3532
FBTT 0.993800 3536
FC 7.212000 3539
FCAC 1.428000 3540
FCAP 1.383000 3541
FCAP.L 1.383000 3542
FCAX 1.338000 3543
FCBC 1.266000 3544
FCBP 1.321000 3545
FCCO 1.137000 3548
FCCY 1.135000 3550
FCEL 9.688000 3551
FCF 1.344000 3552
FCFS 2.555000 3553
FCN 3.314000 3556
FCNCA 2.156000 3557
FCNCB 1.790000 3558
FCPT 2.495000 3560
FCRD 0.728900 3561
FCUUF 1.256000 3567
FCUV 59.880000 3568
FCX 5.716000 3569
FDBC 1.762000 3570
FDMT 2.981000 3575
FDP.L 0.883100 3578
FDP 0.883100 3579
FDS 12.830000 3581
FDUS 1.014000 3582
FDVA 1.117000 3583
FDX 3.810000 3584
FE 2.799000 3585
FEDU 0.456900 3586
FEIM 1.713000 3588
FELE 4.547000 3589
FELTY 1.837000 3590
FENG 0.527300 3594
FERG 6.802000 3597
FERG.L 6.802000 3598
FET 0.375600 3600
FEYE 7.386000 3607
FF 1.263000 3608
FFBC 1.100000 3610
FFBW 0.820200 3611
FFG 1.001000 3613
FFHL 0.773600 3614
FFIC 1.129000 3615
FFIN 4.266000 3616
FFIV 5.558000 3617
FFNW 0.868000 3620
FFWM 1.573000 3622
FGBI 1.072000 3623
FGEN 5.277000 3624
FGF 2.482000 3625
FGNA 1.394000 3628
FHB 1.373000 3633
FHI 2.739000 3634
FHN 1.400000 3637
FHTX 2.970000 3640
FI 1.212000 3642
FIBK 1.509000 3643
FICO 64.650000 3644
FIII 1.433000 3648
FINMY 0.755900 3652
FINV 1.709000 3654
FIS 1.917000 3656
FISI 1.141000 3658
FISV 2.403000 3659
FITB 1.451000 3660
FIVE 11.840000 3661
FIVE 11.840000 3662
FIVN 83.000000 3663
FIX 4.055000 3664
FIXX 1.916000 3665
FIZZ 14.390000 3667
FJTCY 1.534000 3668
FJTNY 0.350700 3669
FJTSY 2.507000 3670
FKWL 2.242000 3673
FKYS 0.986500 3674
FL 2.268000 3675
FLAC 1.333000 3676
FLDM 3.555000 3677
FLEX 2.625000 3678
FLGT 2.782000 3681
FLGZY 2.001000 3682
FLIC 1.311000 3683
FLIDY 1.538000 3684
FLL 3.860000 3687
FLMN 2.977000 3689
FLNT 1.087000 3690
FLO.L 3.595000 3691
FLO 3.595000 3692
FLOW 2.803000 3696
FLOW.AS 2.803000 3697
FLR 2.703000 3698
FLS 3.244000 3699
FLT 6.935000 3700
FLUX 14.670000 3704
FLWS 4.163000 3706
FLXS 2.065000 3712
FLY.PA 0.653700 3713
FLY 0.653700 3714
FMAO 0.998400 3716
FMBH 1.314000 3717
FMBI 0.983000 3718
FMBL 0.927700 3719
FMBM 0.991600 3720
FMC 4.979000 3722
FMCB 1.704000 3723
FMNB 1.424000 3729
FMOCY 0.910300 3730
FMS 1.680000 3731
FMTX 2.377000 3732
FMX 2.582000 3733
FN 3.058000 3734
FNB 0.885900 3735
FNBT 1.422000 3736
FNCB 0.979100 3737
FNCH 3.050000 3738
FND 9.729000 3739
FNF 1.646000 3740
FNHC 0.557500 3743
FNKO 5.160000 3744
FNLC 1.501000 3745
FNRN 1.041000 3747
FNV 5.075000 3750
FNWB 1.002000 3751
FOCS 6.667000 3754
FOE 3.687000 3755
FOJCY 1.499000 3756
FOLD 9.544000 3757
FONR 0.895300 3758
FOR 1.194000 3760
FORA 12.350000 3761
FORD 3.937000 3762
FORE 1.256000 3763
FORM 3.513000 3765
FORR 4.274000 3767
FORTY 2.659000 3769
FOSL 1.935000 3770
FOUR.L 21.880000 3772
FOUR 21.880000 3773
FOVSY 10.000000 3774
FOX 1.927000 3775
FOX.L 1.927000 3776
FOXA 1.987000 3777
FOXF 8.482000 3778
FOXW 1.372000 3780
FPH 1.833000 3786
FPRUY 1.563000 3789
FR.PA 3.359000 3791
FRAF 0.948500 3793
FRBA 1.095000 3797
FRBK 0.771300 3798
FRC 3.129000 3799
FRCOY 8.316000 3800
FRD 1.308000 3801
FREE 1.688000 3803
FREQ 1.744000 3804
FRG 3.224000 3807
FRGI 2.429000 3808
FRHC 12.130000 3809
FRLN 1.602000 3811
FRME 1.390000 3812
FRO 1.012000 3814
FROG 6.672000 3815
FRON 1.341000 3816
FRPH 1.353000 3818
FRPT 10.800000 3819
FRRVY 5.675000 3820
FRSB 0.922300 3821
FRST 0.908500 3823
FRSX 4.588000 3824
FRT 3.719000 3825
FRTA 7.245000 3826
FRW 1.324000 3828
FRX 1.542000 3829
FRXB 1.341000 3830
FSBW 1.258000 3832
FSEA 0.991000 3834
FSFG 0.994400 3837
FSI 1.767000 3840
FSII 1.315000 3841
FSK 0.844900 3843
FSKR 0.835300 3844
FSLR 1.436000 3846
FSLY 5.338000 3847
FSM 1.684000 3848
FSNUY 1.454000 3853
FSP 0.734400 3854
